task_id,project_id,assigned_employee,task_name,start_date,end_date,task_status,completion_percentage
TASK009011,PROJ04485,EMP0150,Installation,21-10-2024,21-05-2025,Delayed,50
TASK009012,PROJ01729,EMP0096,Material Procurement,23-07-2024,02-12-2025,Delayed,16
TASK009013,PROJ04382,EMP0177,Site Visit,23-12-2024,20-03-2025,Delayed,37
TASK009014,PROJ04128,EMP0011,Installation,14-01-2024,23-07-2025,Completed,21
TASK009015,PROJ03432,EMP0265,Design Approval,09-10-2024,01-09-2025,completed,71
TASK009016,PROJ00252,EMP0211,Site Visit,22-05-2024,,Completed,1
TASK009017,PROJ01531,EMP0178,Handover,08-10-2024,,Pending,66
TASK009018,PROJ04598,EMP0205,Site Visit,16-05-2024,16-07-2025,In Progress,20
TASK009019,PROJ04617,EMP0061,Design Approval,01-07-2024,25-01-2025,In Progress,38
TASK009020,PROJ02732,EMP0228,Quality Check,26-12-2024,22-02-2025,Completed,96
TASK009021,PROJ00655,EMP0007,Handover,02-03-2024,24-01-2025,Completed,70
TASK009022,PROJ03732,EMP0007,Design Approval,17-04-2024,,Pending,4
TASK009023,PROJ01813,EMP0095,Design Approval,20-10-2024,28-11-2025,Completed,77
TASK009024,PROJ01871,EMP0089,Handover,07-07-2024,08-06-2025,In Progress,56
TASK009025,PROJ02480,EMP0133,Material Procurement,12-05-2024,01-09-2025,Completed,71
TASK009026,PROJ00915,EMP0162,Design Approval,01-04-2024,25-01-2025,In Progress,80
TASK009027,PROJ00735,EMP0118,Installation,28-03-2024,,Delayed,40
TASK009028,PROJ02720,EMP0160,Material Procurement,24-04-2024,26-03-2025,Delayed,93
TASK009029,PROJ00659,EMP0209,Site Visit,12-12-2024,12-03-2025,Delayed,33
TASK009030,PROJ03516,EMP0280,Material Procurement,19-12-2024,01-07-2025,Delayed,38
TASK009031,PROJ03205,EMP0138,Installation,27-11-2024,21-12-2025,Completed,83
TASK009032,PROJ03090,EMP0283,Handover,26-05-2024,,Completed,10
TASK009033,PROJ03416,EMP0067,Quality Check,15-01-2024,24-09-2025,In Progress,67
TASK009034,PROJ02675,EMP0042,Material Procurement,21-06-2024,,In Progress,60
TASK009035,PROJ04920,EMP0164,Handover,26-05-2024,20-11-2025,In Progress,39
TASK009036,PROJ02517,EMP0094,Installation,01-11-2024,15-03-2025,Pending,87
TASK009037,PROJ02981,EMP0270,Design Approval,18-03-2024,,In Progress,80
TASK009038,PROJ01383,EMP0228,Design Approval,13-08-2024,02-07-2025,Delayed,43
TASK009039,PROJ02246,EMP0133,Installation,26-06-2024,,In Progress,9
TASK009040,PROJ04360,EMP0174,Handover,25-03-2024,17-12-2025,completed,11
TASK009041,PROJ03490,EMP0294,Material Procurement,22-08-2024,26-04-2025,Pending,58
TASK009042,PROJ02626,EMP0199,Material Procurement,25-05-2024,04-07-2025,completed,84
TASK009043,PROJ03930,EMP0062,Material Procurement,20-09-2024,06-10-2025,Completed,100
TASK009044,PROJ00331,EMP0129,Site Visit,20-11-2024,16-02-2025,In Progress,11
TASK009045,PROJ03851,EMP0222,Handover,23-02-2024,24-01-2025,In Progress,90
TASK009046,PROJ03818,EMP0111,Material Procurement,25-10-2024,23-04-2025,In Progress,12
TASK009047,PROJ00666,EMP0100,Handover,25-10-2024,14-09-2025,Delayed,20
TASK009048,PROJ02683,EMP0063,Material Procurement,08-08-2024,13-11-2025,In Progress,94
TASK009049,PROJ00044,EMP0224,Quality Check,14-12-2024,03-10-2025,Completed,75
TASK009050,PROJ02639,EMP0298,Installation,23-07-2024,,Pending,73
TASK009051,PROJ04784,EMP0224,Installation,17-11-2024,20-09-2025,Delayed,17
TASK009052,PROJ00122,EMP0279,Site Visit,03-05-2024,,Delayed,72
TASK009053,PROJ00852,EMP0056,Quality Check,21-08-2024,,Pending,87
TASK009054,PROJ04487,EMP0262,Material Procurement,13-07-2024,28-04-2025,In Progress,3
TASK009055,PROJ03845,EMP0278,Material Procurement,25-10-2024,18-12-2025,Pending,85
TASK009056,PROJ03650,EMP0044,Handover,15-02-2024,26-04-2025,Completed,38
TASK009057,PROJ01087,EMP0119,Site Visit,08-09-2024,03-06-2025,Completed,21
TASK009058,PROJ01092,EMP0034,Site Visit,18-01-2024,18-02-2025,completed,50
TASK009059,PROJ02091,EMP0107,Material Procurement,27-03-2024,10-02-2025,Delayed,22
TASK009060,PROJ04418,EMP0200,Quality Check,13-07-2024,05-06-2025,Delayed,9
TASK009061,PROJ00447,EMP0122,Installation,05-04-2024,10-06-2025,Completed,25
TASK009062,PROJ00051,EMP0023,Site Visit,26-09-2024,03-11-2025,In Progress,90
TASK009063,PROJ04915,EMP0197,Handover,08-11-2024,23-05-2025,completed,92
TASK009064,PROJ04153,EMP0018,Quality Check,23-02-2024,24-05-2025,completed,13
TASK009065,PROJ01897,EMP0260,Quality Check,10-10-2024,09-11-2025,completed,64
TASK009066,PROJ01381,EMP0053,Site Visit,04-11-2024,12-05-2025,completed,5
TASK009067,PROJ04874,EMP0262,Quality Check,05-04-2024,,Delayed,28
TASK009068,PROJ00692,EMP0152,Material Procurement,03-07-2024,09-02-2025,Completed,56
TASK009069,PROJ04071,EMP0169,Handover,15-06-2024,06-11-2025,Completed,2
TASK009070,PROJ02445,EMP0243,Material Procurement,18-03-2024,09-12-2025,completed,74
TASK009071,PROJ03190,EMP0254,Material Procurement,17-07-2024,09-02-2025,In Progress,91
TASK009072,PROJ00457,EMP0231,Design Approval,23-05-2024,16-04-2025,Completed,16
TASK009073,PROJ03714,EMP0246,Site Visit,16-11-2024,24-04-2025,Completed,49
TASK009074,PROJ02986,EMP0085,Handover,18-08-2024,25-07-2025,Pending,13
TASK009075,PROJ04672,EMP0127,Quality Check,26-07-2024,12-08-2025,In Progress,90
TASK009076,PROJ01741,EMP0125,Handover,24-11-2024,25-04-2025,In Progress,6
TASK009077,PROJ04644,EMP0045,Quality Check,17-12-2024,01-01-2025,completed,41
TASK009078,PROJ00051,EMP0039,Site Visit,13-10-2024,,Pending,53
TASK009079,PROJ01422,EMP0036,Site Visit,07-04-2024,13-01-2025,completed,7
TASK009080,PROJ00061,EMP0203,Material Procurement,10-02-2024,24-08-2025,Delayed,52
TASK009081,PROJ03306,EMP0148,Handover,24-11-2024,14-03-2025,completed,68
TASK009082,PROJ01370,EMP0074,Installation,09-10-2024,06-01-2025,Completed,30
TASK009083,PROJ00001,EMP0196,Handover,25-06-2024,24-11-2025,completed,65
TASK009084,PROJ03395,EMP0137,Site Visit,04-11-2024,13-04-2025,Pending,45
TASK009085,PROJ03053,EMP0277,Installation,16-01-2024,22-01-2025,Pending,7
TASK009086,PROJ03172,EMP0120,Site Visit,07-04-2024,22-01-2025,Completed,29
TASK009087,PROJ01114,EMP0223,Installation,05-02-2024,08-09-2025,In Progress,64
TASK009088,PROJ00045,EMP0195,Design Approval,23-02-2024,24-02-2025,Delayed,31
TASK009089,PROJ00430,EMP0038,Handover,01-12-2024,22-04-2025,completed,51
TASK009090,PROJ00279,EMP0126,Handover,06-01-2024,22-04-2025,In Progress,31
TASK009091,PROJ03517,EMP0153,Quality Check,27-09-2024,11-06-2025,Delayed,53
TASK009092,PROJ03141,EMP0197,Quality Check,16-09-2024,24-04-2025,Completed,10
TASK009093,PROJ03878,EMP0217,Design Approval,20-01-2024,09-12-2025,Completed,80
TASK009094,PROJ01192,EMP0295,Quality Check,08-09-2024,,Pending,91
TASK009095,PROJ01063,EMP0237,Material Procurement,16-01-2024,11-03-2025,Completed,73
TASK009096,PROJ00492,EMP0011,Design Approval,06-04-2024,17-06-2025,Pending,1
TASK009097,PROJ04206,EMP0067,Handover,09-02-2024,28-03-2025,Delayed,72
TASK009098,PROJ04126,EMP0135,Installation,07-04-2024,17-04-2025,Delayed,89
TASK009099,PROJ03014,EMP0077,Installation,15-04-2024,05-06-2025,In Progress,53
TASK009100,PROJ03232,EMP0229,Quality Check,21-06-2024,05-02-2025,Delayed,10
TASK009101,PROJ03402,EMP0224,Handover,08-05-2024,22-03-2025,Pending,27
TASK009102,PROJ03979,EMP0212,Design Approval,21-03-2024,,Pending,10
TASK009103,PROJ01266,EMP0046,Material Procurement,01-12-2024,22-01-2025,Delayed,52
TASK009104,PROJ04171,EMP0099,Handover,26-01-2024,26-10-2025,completed,28
TASK009105,PROJ01182,EMP0198,Handover,05-10-2024,06-03-2025,completed,2
TASK009106,PROJ01864,EMP0264,Site Visit,02-03-2024,26-11-2025,Delayed,78
TASK009107,PROJ04211,EMP0038,Quality Check,03-09-2024,11-03-2025,In Progress,69
TASK009108,PROJ03864,EMP0055,Design Approval,06-05-2024,,Delayed,0
TASK009109,PROJ00277,EMP0083,Material Procurement,11-06-2024,,Pending,91
TASK009110,PROJ04273,EMP0171,Handover,14-11-2024,20-03-2025,completed,3
TASK009111,PROJ01453,EMP0272,Handover,07-04-2024,,Completed,8
TASK009112,PROJ03365,EMP0019,Site Visit,18-06-2024,18-03-2025,Completed,18
TASK009113,PROJ04930,EMP0194,Handover,12-10-2024,,Delayed,28
TASK009114,PROJ02259,EMP0128,Handover,02-06-2024,04-02-2025,Completed,40
TASK009115,PROJ04767,EMP0097,Material Procurement,05-11-2024,19-03-2025,In Progress,16
TASK009116,PROJ04927,EMP0246,Material Procurement,21-07-2024,,Delayed,16
TASK009117,PROJ04608,EMP0062,Design Approval,21-08-2024,26-02-2025,Pending,99
TASK009118,PROJ01932,EMP0291,Handover,15-02-2024,,Completed,94
TASK009119,PROJ01684,EMP0146,Handover,16-08-2024,20-05-2025,Completed,7
TASK009120,PROJ01784,EMP0033,Handover,21-09-2024,07-11-2025,completed,94
TASK009121,PROJ01950,EMP0201,Material Procurement,18-03-2024,,In Progress,23
TASK009122,PROJ01268,EMP0046,Material Procurement,20-12-2024,19-04-2025,In Progress,80
TASK009123,PROJ00231,EMP0022,Quality Check,18-09-2024,,In Progress,5
TASK009124,PROJ01488,EMP0290,Installation,11-07-2024,21-04-2025,Completed,28
TASK009125,PROJ00218,EMP0234,Site Visit,28-07-2024,12-07-2025,Pending,10
TASK009126,PROJ00391,EMP0114,Material Procurement,06-08-2024,16-10-2025,In Progress,69
TASK009127,PROJ00164,EMP0132,Material Procurement,03-10-2024,,Delayed,84
TASK009128,PROJ00058,EMP0104,Handover,22-06-2024,27-02-2025,completed,8
TASK009129,PROJ00790,EMP0035,Design Approval,23-08-2024,09-12-2025,Pending,79
TASK009130,PROJ04982,EMP0128,Handover,13-08-2024,22-09-2025,Delayed,43
TASK009131,PROJ03319,EMP0057,Handover,09-01-2024,09-11-2025,Completed,19
TASK009132,PROJ04104,EMP0101,Handover,20-10-2024,16-12-2025,Pending,34
TASK009133,PROJ04565,EMP0032,Quality Check,11-12-2024,06-05-2025,Pending,21
TASK009134,PROJ04799,EMP0020,Quality Check,06-10-2024,24-07-2025,Pending,29
TASK009135,PROJ03951,EMP0215,Handover,01-05-2024,06-02-2025,Delayed,93
TASK009136,PROJ04954,EMP0283,Installation,07-09-2024,10-03-2025,Pending,66
TASK009137,PROJ04691,EMP0163,Site Visit,05-08-2024,,completed,50
TASK009138,PROJ03145,EMP0204,Design Approval,13-10-2024,,Completed,12
TASK009139,PROJ03258,EMP0052,Installation,09-04-2024,28-09-2025,Completed,52
TASK009140,PROJ00175,EMP0032,Site Visit,15-07-2024,17-08-2025,Pending,100
TASK009141,PROJ03120,EMP0186,Handover,13-09-2024,09-04-2025,Delayed,50
TASK009142,PROJ04421,EMP0185,Handover,17-05-2024,02-12-2025,Completed,40
TASK009143,PROJ01578,EMP0159,Handover,08-05-2024,16-01-2025,Completed,63
TASK009144,PROJ02438,EMP0090,Material Procurement,19-07-2024,20-03-2025,In Progress,37
TASK009145,PROJ04525,EMP0295,Quality Check,06-11-2024,02-09-2025,completed,97
TASK009146,PROJ01212,EMP0021,Quality Check,20-02-2024,24-05-2025,In Progress,18
TASK009147,PROJ02355,EMP0296,Site Visit,27-01-2024,,Completed,70
TASK009148,PROJ03776,EMP0250,Design Approval,10-08-2024,18-01-2025,completed,76
TASK009149,PROJ02545,EMP0155,Material Procurement,01-04-2024,06-11-2025,Completed,40
TASK009150,PROJ02732,EMP0147,Handover,02-05-2024,04-06-2025,Completed,23
TASK009151,PROJ01591,EMP0227,Handover,07-11-2024,16-02-2025,completed,71
TASK009152,PROJ04623,EMP0106,Handover,25-06-2024,19-06-2025,Pending,53
TASK009153,PROJ03349,EMP0291,Design Approval,28-07-2024,,completed,5
TASK009154,PROJ01299,EMP0241,Design Approval,11-05-2024,01-07-2025,Pending,14
TASK009155,PROJ00481,EMP0091,Design Approval,26-02-2024,03-06-2025,In Progress,8
TASK009156,PROJ00039,EMP0197,Installation,24-12-2024,09-06-2025,Completed,17
TASK009157,PROJ04133,EMP0012,Material Procurement,17-09-2024,11-02-2025,Delayed,33
TASK009158,PROJ00102,EMP0225,Quality Check,22-12-2024,20-07-2025,completed,80
TASK009159,PROJ00345,EMP0264,Site Visit,19-11-2024,,completed,76
TASK009160,PROJ02200,EMP0034,Installation,28-08-2024,26-05-2025,Completed,58
TASK009161,PROJ03190,EMP0072,Quality Check,06-10-2024,,In Progress,55
TASK009162,PROJ02155,EMP0123,Site Visit,12-06-2024,12-03-2025,Completed,39
TASK009163,PROJ00040,EMP0064,Handover,23-10-2024,,Delayed,2
TASK009164,PROJ00772,EMP0187,Installation,12-02-2024,15-11-2025,In Progress,64
TASK009165,PROJ00968,EMP0120,Material Procurement,08-03-2024,01-01-2025,Completed,10
TASK009166,PROJ02913,EMP0076,Material Procurement,11-12-2024,,Delayed,13
TASK009167,PROJ00833,EMP0252,Quality Check,20-05-2024,12-07-2025,Completed,36
TASK009168,PROJ04045,EMP0181,Quality Check,11-09-2024,07-06-2025,In Progress,53
TASK009169,PROJ02453,EMP0074,Design Approval,27-01-2024,26-06-2025,Pending,20
TASK009170,PROJ00775,EMP0177,Material Procurement,19-08-2024,23-03-2025,Pending,50
TASK009171,PROJ00183,EMP0240,Quality Check,02-07-2024,26-04-2025,In Progress,65
TASK009172,PROJ04255,EMP0163,Design Approval,01-09-2024,09-09-2025,In Progress,19
TASK009173,PROJ00257,EMP0016,Installation,27-01-2024,18-07-2025,Completed,51
TASK009174,PROJ04445,EMP0149,Material Procurement,16-10-2024,03-02-2025,Pending,78
TASK009175,PROJ00128,EMP0127,Installation,20-06-2024,15-11-2025,Pending,40
TASK009176,PROJ03856,EMP0204,Design Approval,07-05-2024,09-03-2025,completed,18
TASK009177,PROJ00954,EMP0026,Quality Check,06-03-2024,16-07-2025,completed,22
TASK009178,PROJ01751,EMP0225,Quality Check,04-04-2024,25-02-2025,Completed,72
TASK009179,PROJ02414,EMP0246,Material Procurement,27-12-2024,28-10-2025,Completed,47
TASK009180,PROJ01093,EMP0264,Site Visit,01-05-2024,,Completed,86
TASK009181,PROJ01960,EMP0160,Handover,02-08-2024,27-05-2025,Completed,72
TASK009182,PROJ02116,EMP0011,Handover,22-10-2024,24-05-2025,In Progress,97
TASK009183,PROJ04569,EMP0277,Design Approval,06-03-2024,06-05-2025,completed,77
TASK009184,PROJ00487,EMP0277,Handover,02-07-2024,25-06-2025,Completed,43
TASK009185,PROJ01903,EMP0017,Material Procurement,23-05-2024,01-07-2025,Delayed,46
TASK009186,PROJ03557,EMP0276,Site Visit,07-09-2024,18-10-2025,completed,2
TASK009187,PROJ03860,EMP0011,Site Visit,07-02-2024,15-03-2025,completed,48
TASK009188,PROJ02294,EMP0167,Installation,21-03-2024,02-06-2025,In Progress,66
TASK009189,PROJ00335,EMP0226,Installation,18-07-2024,08-12-2025,Delayed,47
TASK009190,PROJ00538,EMP0227,Design Approval,10-11-2024,,completed,44
TASK009191,PROJ00652,EMP0050,Material Procurement,28-10-2024,,completed,86
TASK009192,PROJ01787,EMP0285,Design Approval,05-12-2024,28-02-2025,Completed,63
TASK009193,PROJ01368,EMP0248,Handover,21-11-2024,,completed,60
TASK009194,PROJ02737,EMP0049,Quality Check,11-06-2024,08-01-2025,Pending,86
TASK009195,PROJ00621,EMP0124,Handover,28-02-2024,,Pending,0
TASK009196,PROJ01375,EMP0184,Site Visit,05-07-2024,22-07-2025,completed,38
TASK009197,PROJ01529,EMP0169,Quality Check,02-05-2024,,In Progress,49
TASK009198,PROJ03188,EMP0095,Quality Check,10-05-2024,18-01-2025,completed,32
TASK009199,PROJ00201,EMP0022,Installation,20-09-2024,06-01-2025,Completed,0
TASK009200,PROJ04225,EMP0082,Site Visit,04-10-2024,01-11-2025,Completed,41
TASK009201,PROJ01219,EMP0088,Design Approval,07-10-2024,15-07-2025,Pending,68
TASK009202,PROJ02789,EMP0289,Quality Check,27-04-2024,11-04-2025,Pending,57
TASK009203,PROJ00304,EMP0271,Design Approval,15-05-2024,05-09-2025,In Progress,63
TASK009204,PROJ04777,EMP0100,Design Approval,24-03-2024,11-06-2025,completed,77
TASK009205,PROJ00595,EMP0253,Installation,16-05-2024,19-04-2025,completed,89
TASK009206,PROJ00166,EMP0063,Handover,02-02-2024,21-04-2025,Delayed,5
TASK009207,PROJ04872,EMP0219,Installation,16-05-2024,,completed,40
TASK009208,PROJ01396,EMP0034,Handover,09-04-2024,,completed,33
TASK009209,PROJ00957,EMP0268,Handover,18-11-2024,06-08-2025,Pending,26
TASK009210,PROJ02584,EMP0228,Quality Check,13-12-2024,04-06-2025,Delayed,61
TASK009211,PROJ04631,EMP0103,Installation,11-12-2024,,Pending,17
TASK009212,PROJ04630,EMP0132,Installation,15-08-2024,07-02-2025,Delayed,21
TASK009213,PROJ02451,EMP0151,Material Procurement,27-03-2024,18-12-2025,Completed,16
TASK009214,PROJ02601,EMP0144,Design Approval,26-05-2024,08-11-2025,In Progress,35
TASK009215,PROJ03580,EMP0297,Handover,25-03-2024,22-06-2025,In Progress,77
TASK009216,PROJ01823,EMP0140,Quality Check,10-01-2024,18-04-2025,In Progress,63
TASK009217,PROJ01708,EMP0177,Material Procurement,13-07-2024,,completed,60
TASK009218,PROJ00741,EMP0255,Material Procurement,14-11-2024,22-12-2025,completed,84
TASK009219,PROJ01086,EMP0011,Design Approval,21-04-2024,03-07-2025,Delayed,86
TASK009220,PROJ01261,EMP0063,Handover,01-08-2024,05-03-2025,completed,41
TASK009221,PROJ02322,EMP0110,Handover,17-03-2024,03-06-2025,Delayed,15
TASK009222,PROJ03136,EMP0042,Material Procurement,22-07-2024,10-10-2025,In Progress,39
TASK009223,PROJ03580,EMP0223,Site Visit,26-04-2024,26-12-2025,completed,100
TASK009224,PROJ02254,EMP0206,Design Approval,12-04-2024,18-11-2025,completed,78
TASK009225,PROJ04792,EMP0261,Design Approval,19-09-2024,16-11-2025,Pending,83
TASK009226,PROJ04129,EMP0254,Material Procurement,08-07-2024,20-12-2025,Delayed,86
TASK009227,PROJ01577,EMP0089,Material Procurement,24-11-2024,,completed,94
TASK009228,PROJ04630,EMP0027,Material Procurement,16-12-2024,10-08-2025,Pending,72
TASK009229,PROJ02606,EMP0134,Installation,19-08-2024,24-01-2025,In Progress,100
TASK009230,PROJ04618,EMP0232,Design Approval,24-02-2024,04-03-2025,Completed,84
TASK009231,PROJ02520,EMP0267,Quality Check,25-09-2024,04-07-2025,In Progress,48
TASK009232,PROJ04760,EMP0133,Quality Check,18-10-2024,12-01-2025,In Progress,90
TASK009233,PROJ02730,EMP0253,Site Visit,06-08-2024,19-08-2025,Delayed,67
TASK009234,PROJ02731,EMP0114,Site Visit,23-04-2024,23-07-2025,In Progress,41
TASK009235,PROJ02994,EMP0144,Material Procurement,07-08-2024,26-12-2025,In Progress,93
TASK009236,PROJ00239,EMP0048,Site Visit,03-02-2024,24-10-2025,In Progress,49
TASK009237,PROJ00578,EMP0181,Design Approval,24-08-2024,13-06-2025,In Progress,4
TASK009238,PROJ03740,EMP0170,Material Procurement,13-05-2024,21-04-2025,In Progress,48
TASK009239,PROJ00335,EMP0027,Design Approval,15-05-2024,11-07-2025,Completed,49
TASK009240,PROJ00472,EMP0089,Material Procurement,07-12-2024,,completed,77
TASK009241,PROJ01878,EMP0160,Design Approval,03-09-2024,26-06-2025,Pending,63
TASK009242,PROJ02969,EMP0050,Site Visit,22-08-2024,02-02-2025,Pending,66
TASK009243,PROJ01932,EMP0058,Design Approval,17-05-2024,18-09-2025,Pending,81
TASK009244,PROJ02096,EMP0249,Material Procurement,16-11-2024,06-12-2025,completed,95
TASK009245,PROJ03353,EMP0205,Site Visit,09-01-2024,,Pending,11
TASK009246,PROJ01211,EMP0006,Installation,13-04-2024,13-06-2025,Delayed,96
TASK009247,PROJ03432,EMP0133,Handover,18-08-2024,09-04-2025,In Progress,88
TASK009248,PROJ00053,EMP0142,Handover,12-01-2024,07-03-2025,Delayed,84
TASK009249,PROJ00712,EMP0181,Site Visit,02-12-2024,,Pending,54
TASK009250,PROJ04639,EMP0037,Handover,06-11-2024,06-12-2025,Pending,40
TASK009251,PROJ02632,EMP0185,Design Approval,16-08-2024,,Completed,82
TASK009252,PROJ00709,EMP0194,Site Visit,28-04-2024,25-11-2025,completed,52
TASK009253,PROJ02428,EMP0004,Material Procurement,19-12-2024,19-06-2025,Completed,47
TASK009254,PROJ01008,EMP0076,Design Approval,19-01-2024,03-06-2025,In Progress,20
TASK009255,PROJ00197,EMP0208,Site Visit,06-03-2024,20-07-2025,Delayed,12
TASK009256,PROJ00744,EMP0098,Quality Check,01-05-2024,,Completed,91
TASK009257,PROJ03141,EMP0210,Design Approval,02-06-2024,18-10-2025,Delayed,30
TASK009258,PROJ00246,EMP0227,Design Approval,24-06-2024,22-08-2025,Delayed,26
TASK009259,PROJ00528,EMP0069,Quality Check,04-11-2024,,Pending,88
TASK009260,PROJ00849,EMP0016,Handover,07-04-2024,19-04-2025,Delayed,63
TASK009261,PROJ04873,EMP0174,Quality Check,16-02-2024,04-11-2025,Delayed,73
TASK009262,PROJ03180,EMP0169,Handover,02-04-2024,08-10-2025,Completed,25
TASK009263,PROJ00926,EMP0186,Quality Check,05-07-2024,27-08-2025,Delayed,70
TASK009264,PROJ00887,EMP0282,Quality Check,25-11-2024,06-06-2025,Pending,1
TASK009265,PROJ03741,EMP0073,Installation,23-08-2024,02-02-2025,In Progress,38
TASK009266,PROJ04396,EMP0088,Design Approval,26-02-2024,,Delayed,39
TASK009267,PROJ00497,EMP0252,Quality Check,27-10-2024,17-12-2025,Pending,33
TASK009268,PROJ00292,EMP0234,Handover,12-01-2024,,completed,10
TASK009269,PROJ01227,EMP0136,Site Visit,21-09-2024,20-09-2025,completed,12
TASK009270,PROJ03560,EMP0009,Quality Check,03-12-2024,26-09-2025,Delayed,9
TASK009271,PROJ04607,EMP0227,Installation,12-02-2024,13-04-2025,completed,16
TASK009272,PROJ00776,EMP0081,Design Approval,15-11-2024,08-10-2025,Completed,29
TASK009273,PROJ03307,EMP0062,Material Procurement,16-06-2024,18-05-2025,Completed,26
TASK009274,PROJ01515,EMP0091,Installation,10-04-2024,,Completed,93
TASK009275,PROJ04751,EMP0232,Site Visit,11-11-2024,14-01-2025,Pending,100
TASK009276,PROJ02906,EMP0252,Installation,27-08-2024,08-02-2025,Pending,32
TASK009277,PROJ04726,EMP0145,Site Visit,28-12-2024,18-09-2025,In Progress,26
