project_id,customer_id,designer_id,city_id,project_type,start_date,completion_date,project_status,project_budget
PROJ03149,CUS000682,DES044,C182,2BHK,2024-05-07,2025-04-26,Planning,3558104
PROJ03150,CUS000586,DES118,C209,3BHK,23/06/2024,2025-06-27,Completed,2908328
PROJ03151,CUS004343,DES138,C138,2BHK,2024-05-08,2025-08-07,Planning,3350894
PROJ03152,CUS002212,DES114,C167,Kitchen,2024-09-16,2025-04-20,Planning,4555370
PROJ03153,CUS000038,DES091,C004,2BHK,2024-05-01,2025-07-28,Planning,1559643
PROJ03154,CUS003472,DES026,C201,Kitchen,2024-08-22,2025-08-05,Planning,1648657
PROJ03155,CUS002256,DES061,C090,Office,2024-03-22,2025-11-09,Completed,1718719
PROJ03156,CUS000025,DES118,C047,2BHK,2024-04-22,2025-08-04,completed,2596400
PROJ03157,CUS003105,DES047,C152,Kitchen,2024-01-03,2025-07-12,Delayed,1612728
PROJ03158,CUS001419,DES022,C032,2BHK,2024-07-22,,Installation,4148397
PROJ03159,CUS000586,DES062,C099,2BHK,2024-06-16,2025-03-05,Planning,4918407
PROJ03160,CUS003644,DES055,C089,Office,2024-05-22,,completed,3819730
PROJ03161,CUS002600,DES028,C239,3BHK,2024-10-20,2025-04-04,completed,1282165
PROJ03162,CUS003471,DES110,C095,2BHK,2024-05-05,2025-01-16,completed,2809037
PROJ03163,CUS002049,DES001,C159,Office,2024-05-13,2025-08-11,Planning,2137731
PROJ03164,CUS004930,DES039,C200,3BHK,2024-09-06,2025-04-19,Installation,3436594
PROJ03165,CUS002553,DES045,C215,Villa,2024-06-22,2025-02-04,Installation,935371
PROJ03166,CUS000566,DES095,C076,Kitchen,2024-10-08,,Delayed,2882847
PROJ03167,CUS002662,DES087,C086,Office,2024-05-24,2025-02-28,Completed,4498291
PROJ03168,CUS002180,DES058,C122,Villa,2024-07-17,2025-07-13,completed,1548220
PROJ03169,CUS001243,DES075,C248,3BHK,2024-09-21,2025-09-05,completed,4836438
PROJ03170,CUS003960,DES109,C194,Kitchen,2024-06-20,2025-09-18,Installation,968400
PROJ03171,CUS000931,DES063,C005,3BHK,2024-11-27,,Completed,3523522
PROJ03172,CUS002736,DES098,C085,Office,2024-01-16,2025-07-15,Delayed,3832241
PROJ03173,CUS003237,DES058,C002,Villa,2024-01-21,2025-09-08,Planning,2418576
PROJ03174,CUS001173,DES132,C083,Villa,2024-05-10,2025-01-04,Completed,2965919
PROJ03175,CUS002421,DES118,C202,Villa,2024-06-28,2025-05-26,Completed,265250
PROJ03176,CUS003375,DES101,C129,2BHK,2024-03-18,2025-10-07,Design Phase,2683395
PROJ03177,CUS003009,DES144,C227,3BHK,2024-07-02,2025-06-06,Installation,724180
PROJ03178,CUS002745,DES074,C169,Office,2024-10-16,2025-04-10,Delayed,2197106
PROJ03179,CUS001634,DES143,C134,3BHK,2024-07-18,2025-11-19,Delayed,2813648
PROJ03180,CUS004400,DES142,C031,Kitchen,18/07/2024,,completed,2081548
PROJ03181,CUS003156,DES024,C108,Kitchen,2024-05-24,2025-09-17,Delayed,4185117
PROJ03182,CUS000628,DES037,C111,Villa,2024-05-06,2025-07-13,Installation,2962117
PROJ03183,CUS001200,DES133,C241,Villa,2024-03-13,2025-02-16,Completed,4008833
PROJ03184,CUS003624,DES101,C126,Villa,2024-12-16,2025-07-10,Design Phase,2105660
PROJ03185,CUS001004,DES120,C148,3BHK,2024-10-18,2025-01-06,Delayed,4018641
PROJ03186,CUS004876,DES130,C174,3BHK,2024-10-16,2025-01-22,completed,468925
PROJ03187,CUS001116,DES027,C013,Kitchen,2024-09-04,2025-09-14,Completed,2171502
PROJ03188,CUS004898,DES124,C178,Office,2024-07-07,2025-11-06,Installation,1354288
PROJ03189,CUS002134,DES133,C081,Office,2024-12-19,2025-06-03,Installation,3741694
PROJ03190,CUS000128,DES149,C058,Villa,2024-02-15,2025-11-25,completed,3514385
PROJ03191,CUS003889,DES101,C023,3BHK,2024-10-22,2025-01-23,Delayed,333818
PROJ03192,CUS000507,DES029,C235,3BHK,2024-04-18,,completed,397929
PROJ03193,CUS003814,DES009,C019,Kitchen,2024-08-16,2025-10-09,Completed,2433654
PROJ03194,CUS000956,DES034,C008,Office,2024-05-15,,Completed,3688496
PROJ03195,CUS001986,DES042,C043,3BHK,2024-07-19,2025-02-26,Completed,2475848
PROJ03196,CUS001290,DES005,C166,Office,2024-04-02,2025-11-14,Delayed,3709797
PROJ03197,CUS000128,DES006,C158,Office,2024-04-12,,Completed,4806714
PROJ03198,CUS003153,DES096,C177,2BHK,2024-04-07,2025-05-19,Delayed,425795
PROJ03199,CUS000632,DES033,C130,Villa,2024-12-16,2025-12-21,Planning,3589874
PROJ03200,CUS002169,DES041,C122,Kitchen,2024-07-24,2025-11-11,completed,1852053
PROJ03201,CUS002922,DES049,C070,Office,2024-12-01,2025-11-14,Planning,554147
PROJ03202,CUS004229,DES140,C112,3BHK,2024-04-27,2025-05-25,Installation,2467995
PROJ03203,CUS001900,DES008,C104,Office,2024-01-27,2025-10-22,completed,3927697
PROJ03204,CUS000328,DES028,C126,Office,2024-05-18,2025-07-07,Completed,339582
PROJ03205,CUS004978,DES108,C161,3BHK,2024-03-28,2025-11-14,Delayed,2833157
PROJ03206,CUS001720,DES077,C194,Office,2024-08-28,2025-01-09,Delayed,1407486
PROJ03207,CUS004846,DES023,C160,Villa,2024-10-06,,completed,741286
PROJ03208,CUS002405,DES089,C179,Villa,2024-01-01,2025-06-16,Design Phase,1927985
PROJ03209,CUS002197,DES079,C220,3BHK,2024-02-25,2025-01-06,Completed,690437
PROJ03210,CUS003840,DES026,C065,2BHK,22/08/2024,2025-04-12,Delayed,2706368
PROJ03211,CUS003084,DES018,C162,3BHK,2024-09-17,2025-11-02,Installation,2576801
PROJ03212,CUS003428,DES130,C016,3BHK,2024-11-21,2025-08-03,Planning,2696356
PROJ03213,CUS003078,DES001,C070,2BHK,2024-11-03,2025-10-13,Planning,3239224
PROJ03214,CUS004815,DES134,C225,Kitchen,2024-04-20,2025-01-25,completed,409032
PROJ03215,CUS003440,DES052,C164,Villa,2024-08-26,,completed,2180494
PROJ03216,CUS000798,DES141,C104,3BHK,2024-11-22,2025-11-11,completed,1267785
PROJ03217,CUS000618,DES135,C072,Office,2024-01-01,2025-05-03,Delayed,2300763
PROJ03218,CUS002434,DES068,C108,Office,2024-05-12,2025-09-22,Installation,2034469
PROJ03219,CUS003069,DES081,C030,2BHK,2024-07-17,2025-02-15,completed,1028831
PROJ03220,CUS001645,DES027,C174,Office,2024-01-09,2025-02-14,Installation,4341249
PROJ03221,CUS004304,DES090,C006,3BHK,2024-02-03,2025-06-05,Delayed,1612680
PROJ03222,CUS003952,DES145,C235,Office,2024-06-23,2025-07-27,Planning,1692799
PROJ03223,CUS000254,DES070,C167,3BHK,2024-09-20,2025-06-16,Planning,1570964
PROJ03224,CUS004509,DES031,C168,Kitchen,2024-08-21,2025-11-26,Installation,826771
PROJ03225,CUS000637,DES084,C209,Villa,2024-02-20,,completed,3355384
PROJ03226,CUS004769,DES088,C107,Kitchen,2024-10-20,,Design Phase,3683337
PROJ03227,CUS000660,DES139,C161,Villa,2024-09-11,2025-09-10,Delayed,4979366
PROJ03228,CUS001241,DES030,C150,Office,2024-06-24,2025-05-03,Delayed,240456
PROJ03229,CUS002634,DES057,C196,2BHK,2024-10-09,2025-08-28,Design Phase,3256708
PROJ03230,CUS004896,DES024,C168,Villa,2024-09-20,2025-07-16,completed,200903
PROJ03231,CUS004319,DES006,C082,Villa,2024-05-06,2025-10-26,Design Phase,365369
PROJ03232,CUS004088,DES122,C185,Villa,2024-01-07,2025-04-12,completed,1341237
PROJ03233,CUS004138,DES076,C013,Villa,2024-11-06,,completed,485121
PROJ03234,CUS003142,DES124,C165,2BHK,2024-02-27,2025-05-27,Design Phase,4375790
PROJ03235,CUS000126,DES116,C107,Villa,2024-06-01,2025-10-15,Planning,2603199
PROJ03236,CUS004962,DES065,C103,3BHK,2024-04-09,2025-08-06,completed,1749619
PROJ03237,CUS000135,DES091,C154,2BHK,2024-03-02,2025-03-06,Design Phase,3267803
PROJ03238,CUS004804,DES078,C249,Kitchen,2024-11-05,2025-12-19,Planning,4436463
PROJ03239,CUS000985,DES023,C139,Office,2024-06-02,2025-11-22,Delayed,3832967
PROJ03240,CUS002713,DES083,C150,Villa,14/09/2024,2025-04-11,completed,1487365
PROJ03241,CUS004807,DES006,C056,Villa,2024-07-21,2025-02-04,Delayed,1699461
PROJ03242,CUS003352,DES030,C087,2BHK,2024-06-22,2025-11-03,completed,635147
PROJ03243,CUS004653,DES053,C033,Office,2024-02-17,,completed,408858
PROJ03244,CUS002972,DES053,C096,Villa,2024-11-14,2025-04-20,Design Phase,513396
PROJ03245,CUS004104,DES128,C227,2BHK,2024-04-11,,Planning,867978
PROJ03246,CUS002104,DES045,C221,2BHK,2024-08-03,2025-01-08,Planning,837358
PROJ03247,CUS001682,DES022,C043,3BHK,2024-01-19,2025-07-21,completed,374268
PROJ03248,CUS003601,DES117,C069,Kitchen,2024-09-28,2025-11-16,Completed,1318939
PROJ03249,CUS003812,DES127,C116,3BHK,2024-11-26,2025-10-14,completed,2965485
PROJ03250,CUS001491,DES035,C247,3BHK,2024-08-01,2025-10-08,Planning,4269639
PROJ03251,CUS003990,DES054,C123,2BHK,2024-04-08,2025-09-13,Completed,2903534
PROJ03252,CUS001998,DES015,C235,Office,2024-08-01,2025-01-02,completed,3331012
PROJ03253,CUS004555,DES030,C217,2BHK,2024-01-11,,completed,1323291
PROJ03254,CUS000179,DES130,C216,3BHK,2024-10-02,2025-03-13,Completed,2046227
PROJ03255,CUS000820,DES082,C203,Office,2024-05-14,2025-08-05,completed,3955088
PROJ03256,CUS004375,DES038,C074,Kitchen,2024-01-13,,Planning,1323416
PROJ03257,CUS004148,DES136,C080,Kitchen,2024-09-12,2025-01-21,Installation,4938669
PROJ03258,CUS003549,DES065,C093,2BHK,2024-05-22,2025-11-07,Delayed,1412074
PROJ03259,CUS004987,DES141,C206,Villa,2024-01-05,2025-07-23,Design Phase,1908629
PROJ03260,CUS001006,DES003,C067,Office,2024-06-14,2025-06-22,Completed,4676970
PROJ03261,CUS000295,DES134,C142,Villa,2024-11-21,2025-04-17,Installation,3474129
PROJ03262,CUS003281,DES106,C023,Villa,2024-04-28,2025-11-19,Design Phase,4912819
PROJ03263,CUS004606,DES082,C184,Office,2024-01-09,2025-04-04,Completed,1878263
PROJ03264,CUS003617,DES119,C110,3BHK,2024-08-09,2025-02-01,Installation,1834426
PROJ03265,CUS003598,DES130,C230,3BHK,2024-02-26,2025-08-11,completed,3138289
PROJ03266,CUS003898,DES091,C050,2BHK,2024-05-09,2025-07-02,Delayed,1535386
PROJ03267,CUS004338,DES093,C204,3BHK,2024-07-23,2025-03-23,Completed,2080593
PROJ03268,CUS004086,DES006,C116,Villa,2024-02-20,2025-03-11,Completed,3170473
PROJ03269,CUS003825,DES078,C239,3BHK,2024-11-09,2025-05-03,Delayed,4367333
PROJ03270,CUS003783,DES142,C231,3BHK,18/10/2024,2025-10-17,Installation,2549531
PROJ03271,CUS002986,DES019,C114,3BHK,2024-07-16,2025-05-12,Planning,4177374
PROJ03272,CUS002244,DES013,C232,3BHK,2024-03-10,2025-01-04,completed,1502922
PROJ03273,CUS001774,DES149,C073,2BHK,2024-08-26,2025-07-14,Completed,4628264
PROJ03274,CUS004061,DES024,C058,2BHK,2024-09-22,2025-08-06,Delayed,2494870
PROJ03275,CUS003547,DES131,C136,Villa,2024-09-21,2025-07-27,Installation,3816890
PROJ03276,CUS000739,DES144,C134,2BHK,2024-03-18,,Design Phase,4703263
PROJ03277,CUS003554,DES008,C182,Villa,2024-01-19,2025-12-28,completed,837632
PROJ03278,CUS002903,DES045,C227,3BHK,2024-06-26,2025-03-12,Design Phase,1285916
PROJ03279,CUS003222,DES079,C098,Office,2024-08-05,2025-09-23,Completed,272454
PROJ03280,CUS001234,DES119,C017,Kitchen,2024-01-24,2025-08-05,Delayed,642429
PROJ03281,CUS003612,DES074,C185,2BHK,2024-09-13,2025-02-06,Completed,1286058
PROJ03282,CUS003570,DES039,C125,3BHK,2024-08-06,2025-04-04,Planning,3126740
PROJ03283,CUS000827,DES147,C017,Villa,2024-06-24,,Completed,4728987
PROJ03284,CUS003739,DES023,C120,Villa,2024-02-24,,Installation,1817449
PROJ03285,CUS004380,DES134,C140,2BHK,2024-05-16,2025-03-21,Planning,922977
PROJ03286,CUS002741,DES092,C092,2BHK,2024-07-17,2025-10-09,completed,4870827
PROJ03287,CUS002283,DES130,C055,Kitchen,2024-12-21,2025-02-28,Planning,2898136
PROJ03288,CUS002268,DES114,C200,3BHK,2024-09-06,2025-09-06,Completed,2638886
PROJ03289,CUS004728,DES120,C183,Villa,2024-07-17,2025-10-01,Installation,957543
PROJ03290,CUS000308,DES078,C150,Villa,2024-11-20,,Installation,2084720
PROJ03291,CUS004615,DES097,C248,Office,2024-03-18,,Completed,1733263
PROJ03292,CUS004313,DES084,C229,3BHK,2024-07-18,2025-07-14,Installation,2062958
PROJ03293,CUS001970,DES099,C067,Office,2024-09-18,2025-06-03,Installation,4796146
PROJ03294,CUS003662,DES012,C088,Office,2024-03-04,2025-05-15,Delayed,3183745
PROJ03295,CUS003158,DES069,C171,Villa,2024-08-14,,Planning,509978
PROJ03296,CUS003639,DES128,C104,Office,2024-02-17,2025-11-23,Installation,1874398
PROJ03297,CUS004450,DES140,C136,Office,2024-07-27,2025-05-26,Design Phase,2863979
PROJ03298,CUS000621,DES120,C246,Office,2024-06-28,2025-08-17,Planning,3369557
PROJ03299,CUS003125,DES056,C118,Office,2024-10-02,,Installation,4867178
PROJ03300,CUS002310,DES057,C156,Kitchen,22/08/2024,2025-05-07,Completed,4054623
PROJ03301,CUS000813,DES150,C155,2BHK,2024-01-26,2025-03-07,Installation,301513
PROJ03302,CUS004224,DES031,C024,Villa,2024-02-13,2025-05-19,Design Phase,3871616
PROJ03303,CUS002726,DES032,C150,Villa,2024-05-27,2025-02-07,completed,1555874
PROJ03304,CUS003804,DES101,C235,2BHK,2024-08-26,2025-08-17,Installation,4536209
PROJ03305,CUS003946,DES074,C057,2BHK,2024-07-04,2025-03-14,Design Phase,3402287
PROJ03306,CUS004003,DES127,C091,3BHK,2024-08-20,,completed,4372919
PROJ03307,CUS001868,DES146,C005,2BHK,2024-09-13,,Completed,2069941
PROJ03308,CUS001933,DES090,C236,2BHK,2024-10-16,2025-06-23,Installation,3449587
PROJ03309,CUS000076,DES003,C020,Kitchen,2024-05-13,2025-11-12,Delayed,1199177
PROJ03310,CUS004332,DES142,C181,3BHK,2024-07-04,2025-01-28,completed,2017101
PROJ03311,CUS004715,DES091,C061,2BHK,2024-11-05,2025-05-08,Installation,493966
PROJ03312,CUS001822,DES001,C231,Villa,2024-03-15,2025-05-08,completed,4239281
PROJ03313,CUS001348,DES085,C087,Office,2024-07-12,,Design Phase,743909
PROJ03314,CUS000981,DES112,C145,2BHK,2024-06-14,2025-05-14,completed,1761960
PROJ03315,CUS002306,DES110,C082,Office,2024-09-14,2025-01-19,Installation,911274
PROJ03316,CUS003466,DES147,C004,Office,2024-08-11,2025-03-15,completed,4344211
PROJ03317,CUS002440,DES046,C239,Villa,2024-10-01,2025-03-20,Design Phase,2027559
PROJ03318,CUS001687,DES015,C047,Office,2024-03-01,2025-07-10,Design Phase,3427208
PROJ03319,CUS002663,DES030,C013,Kitchen,2024-10-07,2025-08-21,Delayed,2144848
PROJ03320,CUS003127,DES023,C017,2BHK,2024-12-08,2025-11-08,Planning,1414885
PROJ03321,CUS003225,DES025,C071,2BHK,2024-02-07,2025-02-27,Installation,2891140
PROJ03322,CUS002077,DES010,C157,Kitchen,2024-11-24,,Completed,1920786
PROJ03323,CUS002718,DES109,C066,Office,2024-11-05,2025-10-17,Installation,4150562
PROJ03324,CUS003085,DES108,C195,Office,2024-05-07,2025-08-04,Installation,341822
PROJ03325,CUS002456,DES104,C010,2BHK,2024-10-16,,completed,3353511
PROJ03326,CUS001681,DES087,C046,Office,2024-08-05,2025-07-17,Planning,3041135
PROJ03327,CUS000283,DES023,C128,Kitchen,2024-12-10,2025-02-27,Planning,929625
PROJ03328,CUS004483,DES019,C208,Office,2024-10-19,2025-04-07,Planning,4152613
PROJ03329,CUS000085,DES066,C082,2BHK,2024-07-18,2025-08-16,Delayed,2564835
PROJ03330,CUS004401,DES135,C247,2BHK,22/05/2024,2025-02-22,Completed,2473986
PROJ03331,CUS004305,DES060,C177,Office,2024-01-14,2025-07-18,Installation,3259524
PROJ03332,CUS000397,DES065,C076,Office,2024-01-16,2025-07-25,completed,653898
PROJ03333,CUS002073,DES133,C243,Kitchen,2024-01-02,2025-11-28,Completed,2087065
PROJ03334,CUS002452,DES081,C021,Kitchen,2024-04-14,2025-03-11,completed,1738116
PROJ03335,CUS004285,DES038,C204,Kitchen,2024-04-02,2025-04-26,Installation,207425
PROJ03336,CUS001291,DES130,C230,Office,2024-04-11,2025-04-16,Planning,1236476
PROJ03337,CUS002617,DES146,C215,2BHK,2024-04-16,2025-01-07,Completed,4209021
PROJ03338,CUS000015,DES008,C124,Office,2024-03-27,2025-01-02,completed,2130649
PROJ03339,CUS002822,DES005,C248,Kitchen,2024-11-13,2025-11-23,Design Phase,1623549
PROJ03340,CUS000080,DES059,C233,Office,2024-03-08,2025-06-28,Planning,3798750
PROJ03341,CUS004206,DES009,C169,3BHK,2024-08-23,2025-02-25,Installation,4371310
PROJ03342,CUS004739,DES122,C077,2BHK,2024-08-09,2025-07-25,Installation,1464950
PROJ03343,CUS004520,DES009,C237,Kitchen,2024-10-15,2025-07-13,Installation,2331042
PROJ03344,CUS004667,DES038,C219,Kitchen,2024-04-02,2025-12-13,Completed,1428839
PROJ03345,CUS002766,DES004,C155,Kitchen,2024-01-23,2025-09-21,Design Phase,1508411
PROJ03346,CUS000277,DES040,C015,2BHK,2024-07-08,2025-03-07,completed,214711
PROJ03347,CUS002594,DES044,C207,3BHK,2024-07-04,2025-02-26,Installation,4511326
PROJ03348,CUS001646,DES146,C003,Villa,2024-07-06,2025-01-24,completed,2142302
PROJ03349,CUS000026,DES079,C244,2BHK,2024-02-24,2025-10-19,Planning,4560956
PROJ03350,CUS002910,DES089,C016,Villa,2024-11-18,2025-07-13,Design Phase,3529721
PROJ03351,CUS002346,DES129,C161,Office,2024-12-04,2025-01-11,completed,3004661
PROJ03352,CUS001889,DES060,C168,Office,2024-08-15,2025-02-27,Planning,2882617
PROJ03353,CUS002247,DES118,C055,Kitchen,2024-07-26,2025-09-26,Planning,1116664
PROJ03354,CUS003165,DES054,C164,Kitchen,2024-08-05,2025-08-24,Delayed,3147688
PROJ03355,CUS002589,DES016,C070,Kitchen,2024-06-24,2025-04-07,Delayed,403352
PROJ03356,CUS001830,DES119,C147,Office,2024-08-05,,Completed,4796006
PROJ03357,CUS004665,DES113,C171,2BHK,2024-01-19,2025-02-02,Delayed,1747500
PROJ03358,CUS003158,DES113,C104,Office,2024-10-28,2025-04-25,Installation,3322369
PROJ03359,CUS002979,DES019,C001,3BHK,2024-11-07,,Planning,204460
PROJ03360,CUS001030,DES115,C140,Villa,22/10/2024,2025-10-28,Completed,1779207
PROJ03361,CUS001363,DES017,C034,Villa,2024-02-19,2025-02-05,Installation,1347510
PROJ03362,CUS004052,DES065,C237,Villa,2024-04-14,2025-05-08,Installation,3921821
PROJ03363,CUS003310,DES145,C073,Villa,2024-04-02,2025-02-02,Planning,3093107
PROJ03364,CUS002150,DES067,C229,Kitchen,2024-06-26,2025-09-17,Completed,3510332
PROJ03365,CUS004249,DES007,C007,Office,2024-05-19,2025-04-10,completed,1240861
PROJ03366,CUS000741,DES065,C229,2BHK,2024-09-03,2025-11-21,Installation,2757942
PROJ03367,CUS001987,DES044,C093,Kitchen,2024-05-16,2025-04-22,Completed,3404787
PROJ03368,CUS001578,DES098,C075,Kitchen,2024-09-13,2025-08-11,Completed,4194922
PROJ03369,CUS004390,DES102,C087,3BHK,2024-01-16,,completed,1703282
PROJ03370,CUS001081,DES100,C196,2BHK,2024-02-23,2025-04-17,Design Phase,347962
PROJ03371,CUS004340,DES131,C171,Villa,2024-04-22,2025-04-26,Planning,4528609
PROJ03372,CUS003325,DES054,C018,Kitchen,2024-09-15,2025-06-11,Completed,511191
PROJ03373,CUS002031,DES066,C198,Office,2024-07-28,2025-12-28,Planning,4123555
PROJ03374,CUS000298,DES047,C073,Office,2024-02-03,,Design Phase,1840797
PROJ03375,CUS004127,DES075,C161,Kitchen,2024-01-24,2025-12-11,Completed,4661565
PROJ03376,CUS002258,DES082,C097,Villa,2024-09-09,,Design Phase,4898259
PROJ03377,CUS003072,DES031,C075,Kitchen,2024-06-22,2025-12-07,Design Phase,2526230
PROJ03378,CUS003060,DES067,C240,Kitchen,2024-06-24,2025-05-20,Delayed,2838328
PROJ03379,CUS004804,DES068,C168,2BHK,2024-04-09,2025-03-21,Delayed,3681791
PROJ03380,CUS004579,DES058,C101,Kitchen,2024-02-07,2025-02-03,Completed,2244060
PROJ03381,CUS004988,DES047,C137,Office,2024-08-22,2025-01-02,Design Phase,2762587
PROJ03382,CUS002545,DES054,C227,Office,2024-05-13,2025-10-25,completed,2125507
PROJ03383,CUS003103,DES080,C231,3BHK,2024-09-20,2025-10-20,Planning,805781
PROJ03384,CUS002752,DES062,C242,Kitchen,2024-06-13,2025-04-01,completed,4614742
PROJ03385,CUS004914,DES094,C039,Villa,2024-04-28,2025-07-02,Delayed,1216869
PROJ03386,CUS003815,DES131,C007,Office,2024-02-23,2025-03-21,Installation,2031535
PROJ03387,CUS003030,DES020,C026,Villa,2024-08-05,2025-08-28,Installation,1869403
PROJ03388,CUS004259,DES068,C202,Kitchen,2024-02-02,2025-03-07,Completed,995743
PROJ03389,CUS000616,DES034,C099,Office,2024-02-28,,Installation,3954010
PROJ03390,CUS001659,DES068,C096,Villa,22/02/2024,2025-03-11,completed,4524462
PROJ03391,CUS004087,DES063,C091,Villa,2024-11-15,2025-02-08,Completed,1037588
PROJ03392,CUS003450,DES119,C159,2BHK,2024-12-05,2025-08-10,Planning,4000581
PROJ03393,CUS000492,DES007,C178,Kitchen,2024-04-21,,Completed,4180173
PROJ03394,CUS002401,DES119,C098,Villa,2024-05-28,,Installation,3707982
PROJ03395,CUS001356,DES118,C180,3BHK,2024-01-23,2025-08-02,completed,2938425
PROJ03396,CUS003779,DES136,C248,Kitchen,2024-11-24,2025-01-19,Planning,4480134
PROJ03397,CUS001750,DES069,C050,3BHK,2024-09-10,2025-10-14,completed,4805864
PROJ03398,CUS004914,DES027,C057,Villa,2024-10-05,2025-08-16,Completed,2498265
PROJ03399,CUS000478,DES046,C056,Office,2024-05-04,2025-09-24,Design Phase,2589063
PROJ03400,CUS001650,DES016,C134,3BHK,2024-09-15,2025-02-10,Installation,1684415
PROJ03401,CUS000177,DES032,C243,2BHK,2024-07-16,,Completed,325589
PROJ03402,CUS002291,DES033,C134,Office,2024-05-21,,Design Phase,2466627
PROJ03403,CUS004136,DES070,C025,Office,2024-11-05,,completed,3213422
PROJ03404,CUS001846,DES132,C007,2BHK,2024-09-27,2025-07-15,Delayed,1196982
PROJ03405,CUS003374,DES062,C228,Villa,2024-09-17,2025-04-13,Installation,2729824
PROJ03406,CUS001374,DES105,C239,Villa,2024-01-22,2025-02-02,Planning,1465761
PROJ03407,CUS003490,DES087,C222,2BHK,2024-09-07,2025-05-24,Completed,2829302
PROJ03408,CUS001754,DES063,C065,Villa,2024-09-12,2025-11-09,Planning,4886195
PROJ03409,CUS004991,DES113,C223,2BHK,2024-01-15,2025-03-11,Completed,3410872
PROJ03410,CUS003118,DES027,C082,Villa,2024-02-18,2025-07-27,Planning,596998
PROJ03411,CUS004660,DES147,C043,Kitchen,2024-11-22,2025-06-27,completed,1105863
PROJ03412,CUS003847,DES043,C188,3BHK,2024-05-11,2025-04-20,Design Phase,1420595
PROJ03413,CUS001561,DES136,C201,Office,2024-02-28,2025-08-13,Delayed,4434106
PROJ03414,CUS004109,DES059,C184,Office,2024-07-04,2025-05-13,completed,3908329
PROJ03415,CUS000680,DES144,C215,Office,2024-03-24,,Delayed,4862729
PROJ03416,CUS004480,DES096,C036,Kitchen,2024-02-08,2025-04-23,Delayed,1301023
PROJ03417,CUS002211,DES038,C176,2BHK,2024-07-22,,Delayed,2433482
PROJ03418,CUS001169,DES138,C186,Office,2024-09-28,,Design Phase,1379380
PROJ03419,CUS004709,DES063,C014,3BHK,2024-02-16,,Completed,1238596
PROJ03420,CUS003401,DES148,C071,Kitchen,07/09/2024,2025-03-13,completed,3021998
PROJ03421,CUS000760,DES105,C229,Office,2024-11-11,2025-10-28,Completed,2902005
